,S11,S21,S31
4.2,(-0.1325757984769517-0.01383876290465482j),(-0.20599813870132+0.9694323139546924j),(-0.0005734520617335241-0.0002686948076647848j)
4.201,(-0.132594272232589-0.01379003835449591j),(-0.2056809816804269+0.9694978090134996j),(-0.0005803849668272012-0.0002717518314754338j)
4.202,(-0.1326128399561893-0.0137412276163048j),(-0.2053636693420551+0.9695632140875388j),(-0.0005874790798410429-0.0002748795849599343j)
4.203,(-0.1326315059969441-0.01369232800558384j),(-0.2050461969221868+0.9696285294667074j),(-0.0005947400822281225-0.0002780805542455584j)
4.204,(-0.132650274910944-0.01364333670911487j),(-0.2047285594289628+0.9696937554546634j),(-0.0006021739255883839-0.0002813573433445136j)
4.205,(-0.1326691514736101-0.01359425077720797j),(-0.2044107516289831+0.96975889236964j),(-0.0006097868479038876-0.0002847126812432268j)
4.206,(-0.1326881406930326-0.01354506711538328j),(-0.2040927680326088+0.9698239405453148j),(-0.000617585391007287-0.0002881494294889529j)
4.207,(-0.1327072478242949-0.01349578247543635j),(-0.2037746028781728+0.9698889003317485j),(-0.0006255764192531712-0.0002916705903393271j)
4.208,(-0.1327264783848695-0.01344639344583393j),(-0.2034562501150125+0.9699537720963879j),(-0.0006337671397078069-0.0002952793155086368j)
4.209,(-0.1327458381711803-0.01339689644138055j),(-0.2031377033852152+0.9700185562251429j),(-0.0006421651237284809-0.0002989789156100819j)
4.21,(-0.1327653332764339-0.01334728769209108j),(-0.2028189560039621+0.9700832531235513j),(-0.0006507783303674723-0.0003027728702541432j)
4.211,(-0.1327849701098391-0.01329756323119547j),(-0.2025000009383418+0.9701478632180245j),(-0.0006596151314441326-0.000306664839021961j)
4.212,(-0.132804755417337-0.01324771888219832j),(-0.2021808307845006+0.9702123869571952j),(-0.0006686843386636012-0.0003106586732141654j)
4.213,(-0.1328246963039869-0.01319775024490213j),(-0.2018614377429575+0.9702768248133677j),(-0.0006779952329025943-0.0003147584285957233j)
4.214,(-0.1328448002581609-0.01314765268029902j),(-0.2015418135919376+0.9703411772840839j),(-0.0006875575958692118-0.0003189683791306801j)
4.215,(-0.1328650751777215-0.01309742129422087j),(-0.2012219496585027+0.9704054448938179j),(-0.0006973817443441271-0.0003232930318633748j)
4.216,(-0.1328855293983749-0.01304705091962718j),(-0.2009018367872903+0.9704696281958067j),(-0.0007074785672302118-0.0003277371430355614j)
4.217,(-0.1329061717244125-0.01299653609739728j),(-0.2005814653066169+0.9705337277740289j),(-0.0007178595658301585-0.0003323057355371408j)
4.218,(-0.1329270114620801-0.01294587105547668j),(-0.2002608249916766+0.9705977442453556j),(-0.0007285368974596213-0.0003370041178655849j)
4.219,(-0.1329480584558395-0.01289504968621107j),(-0.1999399050245536+0.9706616782618828j),(-0.0007395234229694236-0.0003418379047052593j)
4.22,(-0.1329693231278199-0.01284406552168135j),(-0.1996186939507085+0.9707255305134592j),(-0.0007508327583058498-0.0003468130393471235j)
4.221,(-0.1329908165207913-0.0127929117068306j),(-0.1992971796315793+0.9707893017304439j),(-0.0007624793307791061-0.0003519358180766021j)
4.222,(-0.133012550345032-0.0127415809701497j),(-0.198975349192887+0.9708529926867003j),(-0.0007744784404347974-0.0003572129167663343j)
4.223,(-0.1330345370295079-0.01269006559165811j),(-0.1986531889681744+0.9709166042028681j),(-0.0007868463270452932-0.000362651419927191j)
4.224,(-0.1330567897778356-0.01263835736788432j),(-0.1983306844370681+0.9709801371499277j),(-0.0007996002433759914-0.0003682588524691037j)
4.225,(-0.1330793226295551-0.0125864475735129j),(-0.1980078201576783+0.9710435924530997j),(-0.000812758535410129-0.000374043214441783j)
4.226,(-0.1331021505273143-0.01253432691932239j),(-0.1976845796924635+0.9711069710961118j),(-0.0008263407303690178-0.0003800130191552159j)
4.227,(-0.1331252893906375-0.0124819855059874j),(-0.1973609455268347+0.9711702741258716j),(-0.0008403676333041024-0.0003861773350077942j)
4.228,(-0.1331487561970464-0.01242941277326355j),(-0.1970368989796294+0.9712335026576021j),(-0.0008548614333660951-0.0003925458314773096j)
4.229,(-0.1331725690713989-0.01237659744400838j),(-0.1967124201045126+0.971296657880475j),(-0.0008698458208749025-0.000399128829745863j)
4.23,(-0.1331967473844391-0.01232352746241368j),(-0.1963874875812023+0.9713597410638215j),(-0.0008853461164093258-0.0004059373585767822j)
4.231,(-0.1332213118616807-0.01227018992574061j),(-0.1960620785952781+0.9714227535639707j),(-0.0009013894135465772-0.0004129832159758449j)
4.232,(-0.1332462847039135-0.01221657100874413j),(-0.195736168705145+0.971485696831807j),(-0.0009180047367725577-0.0004202790374660031j)
4.233,(-0.1332716897208054-0.01216265587985821j),(-0.1954097316945293+0.971548572421122j),(-0.0009352232166099024-0.000427838371747317j)
4.234,(-0.1332975524792923-0.0121084286080741j),(-0.1950827394086274+0.9716113819978736j),(-0.0009530782842180909-0.0004356757646988016j)
4.235,(-0.1333239004686979-0.01205387205928323j),(-0.1947551615717672+0.9716741273504569j),(-0.000971605887896432-0.000443806852849194j)
4.236,(-0.1333507632848313-0.01199896778066649j),(-0.1944269655840843+0.9717368104011272j),(-0.0009908447345337399-0.0004522484675240375j)
4.237,(-0.1333781728356527-0.01194369587149185j),(-0.1940981162943589+0.9717994332187238j),(-0.001010836559348996-0.0004610187512392975j)
4.238,(-0.133406163571514-0.01188803483841795j),(-0.1937685757456726+0.9718619980328728j),(-0.001031626428025119-0.0004701372878535503j)
4.239,(-0.1334347727434732-0.01183196143309156j),(-0.1934383028900235+0.971924507249875j),(-0.001053263075689148-0.0004796252486399733j)
4.24,(-0.1334640406937553-0.01177545046945877j),(-0.1931072532673829+0.9719869634705058j),(-0.001075799288072656-0.0004895055564521326j)
4.241,(-0.1334940111831272-0.01171847461777093j),(-0.1927753786439147+0.9720493695100201j),(-0.001099292331344598-0.00049980307067684j)
4.242,(-0.1335247317607793-0.01166100417174163j),(-0.1924426266031688+0.9721117284206695j),(-0.00112380443777923-0.0005105447961203012j)
4.243,(-0.1335562541832931-0.01160300678468051j),(-0.1921089400829532+0.9721740435171132j),(-0.001149403355959957-0.0005217601196219228j)
4.244,(-0.1335886348904677-0.01154444716967357j),(-0.1917742568492785+0.972236318405173j),(-0.001176162975903681-0.0005334810785509885j)
4.245,(-0.1336219355472168-0.01148528675795975j),(-0.1914385088971598+0.9722985570144415j),(-0.001204164041049045-0.0005457426665505577j)
4.246,(-0.1336562236624907-0.01142548330854458j),(-0.1911016217661452+0.9723607636353752j),(-0.001233494961748226-0.0005585831825521397j)
4.247,(-0.1336915732983069-0.01136499046073101j),(-0.1907635137560511+0.9724229429615954j),(-0.001264252747323689-0.0005720446305149165j)
4.248,(-0.1337280658845779-0.01130375721958619j),(-0.1904240950255178+0.9724851001382723j),(-0.001296544077656834-0.0005861731784726447j)
4.249,(-0.1337657911586179-0.01124172736231909j),(-0.1900832665524388+0.9725472408176462j),(-0.001330486538944366-0.0006010196876882032j)
4.25,(-0.1338048482521738-0.01117883875101186j),(-0.1897409189309159+0.9726093712229248j),(-0.001366210053958015-0.0006166403245764685j)
4.251,(-0.133845346953727-0.01111502253400547j),(-0.1893969309739524+0.9726714982220792j),(-0.001403858543677213-0.0006330972708509204j)
4.252,(-0.1338874091799501-0.01105020221430965j),(-0.1890511680842663+0.9727336294133754j),(-0.001443591864432497-0.0006504595510255068j)
4.253,(-0.1339311706978951-0.01098429255846904j),(-0.1887034803470604+0.9727957732248526j),(-0.001485588076451449-0.0006688040001995235j)
4.254,(-0.1339767831492182-0.01091719831307024j),(-0.1883537002877654+0.972857939030497j),(-0.001530046110851852-0.0006882164010148893j)
4.255,(-0.1340244164400949-0.01084881268813418j),(-0.188001640224027+0.9729201372864416j),(-0.001577188919890735-0.0007087928251470237j)
4.256,(-0.1340742615762996-0.01077901555645036j),(-0.1876470891236081+0.9729823796913449j),(-0.001627267215570582-0.0007306412235137855j)
4.257,(-0.1341265340432828-0.01070767130478906j),(-0.1872898088572047+0.9730446793760875j),(-0.001680563928860892-0.0007538833208453923j)
4.258,(-0.13418147785752-0.01063462625585711j),(-0.1869295297057168+0.9731070511292141j),(-0.001737399556844972-0.0007786568848911178j)
4.259,(-0.1342393704499877-0.01055970555751163j),(-0.1865659449429966+0.9731695116662101j),(-0.001798138611793712-0.000805118459297386j)
4.26,(-0.134300528588229-0.01048270940621827j),(-0.1861987042642143+0.9732320799528582j),(-0.001863197445514569-0.000833446674984101j)
4.261,(-0.1343653156041737-0.01040340843237915j),(-0.1858274057623055+0.9732947775957181j),(-0.00193305380454988-0.0008638462878650281j)
4.262,(-0.1344341502764092-0.01032153802219908j),(-0.1854515860639395+0.9733576293165035j),(-0.002008258579710467-0.000896553135767117j)
4.263,(-0.1345075178262443-0.01023679127875137j),(-0.1850707081128937+0.9734206635320609j),(-0.002089450361127565-0.0009318402686412428j)
4.264,(-0.1345859836386699-0.01014881022595527j),(-0.184684145919136+0.9734839130682694j),(-0.002177373613141052-0.0009700255889436188j)
4.265,(-0.1346702105299323-0.01005717472155402j),(-0.1842911653564001+0.9735474160451527j),(-0.002272901564206278-0.001011481454898196j)
4.266,(-0.1347609806793693-0.00996138835137758j),(-0.1838908997598981+0.9736112169827569j),(-0.002377065303735267-0.001056646861502356j)
4.267,(-0.1348592237646455-0.009860860300446948j),(-0.1834823186037875+0.9736753681942679j),(-0.002491091142182336-0.001106043043837206j)
4.268,(-0.1349660534486839-0.00975488179547719j),(-0.1830641868552375+0.9737399315565263j),(-0.002616449108374014-0.001160293679602061j)
4.269,(-0.1350828152610689-0.009642595122781846j),(-0.1826350115984421+0.9738049807814912j),(-0.00275491665957248-0.001220151354218847j)
4.27,(-0.135211150253169-0.00952295234041329j),(-0.1821929710210356+0.9738706043600056j),(-0.002908663478691921-0.001286532675994139j)
4.271,(-0.13535308084143-0.009394659450690134j),(-0.181735818567212+0.973936909418353j),(-0.003080365977182696-0.001360565529687863j)
4.272,(-0.1355111284181372-0.009256099687663201j),(-0.1812607514992905+0.9740040268294085j),(-0.003273364395346643-0.001443653661989504j)
4.273,(-0.1356884773459022-0.00910522619900218j),(-0.1807642274316863+0.9740721180704174j),(-0.003491882211469943-0.001537566496756706j)
4.274,(-0.1358892081781115-0.008939408863571181j),(-0.1802417031145215+0.9741413845446079j),(-0.003741338729728593-0.001644566476570958j)
4.275,(-0.1361186367756563-0.008755210626202782j),(-0.1796872541058207+0.9742120804242271j),(-0.004028804528089325-0.001767593586457287j)
4.276,(-0.1363838200062075-0.008548052377063405j),(-0.1790930067580341+0.9742845305881966j),(-0.004363682214337649-0.001910539430262147j)
4.277,(-0.1366943319989502-0.008311695722163944j),(-0.1784482647846486+0.9743591560008201j),(-0.004758754202485807-0.002078666005205323j)
4.278,(-0.1370634963462299-0.008037416718939353j),(-0.177738119965544+0.9744365099911394j),(-0.005231851133463246-0.00227926685454206j)
4.279,(-0.1375104205621763-0.007712631395381097j),(-0.1769411527584728+0.9745173302992078j),(-0.005808616790292447-0.002522751627581039j)
4.28,(-0.1380635162615073-0.007318496080073452j),(-0.1760254421021143+0.9746026127147089j),(-0.006527313540098107-0.002824507928217713j)
4.281,(-0.138766946028334-0.006825464192267375j),(-0.1749412315035828+0.9746937088392932j),(-0.007447671333838552-0.003208277793841872j)
4.282,(-0.1396932915878596-0.006184434581688934j),(-0.1736064524148556+0.9747924257567384j),(-0.008668396421707292-0.003712709500724883j)
4.283,(-0.1409707869190928-0.005307381864516935j),(-0.1718754186793588+0.9749009791488503j),(-0.01036515025124098-0.004405207618052613j)
4.284,(-0.1428492703190411-0.004019306700930732j),(-0.1694623938090996+0.9750210059338852j),(-0.01288366265909652-0.00541468970792046j)
4.285,(-0.1458889397836449-0.001915850638937088j),(-0.165720203650904+0.9751470116881351j),(-0.01701107325600688-0.007021989083984728j)
4.286,(-0.1516578754981777+0.002193396258537905j),(-0.1588055932117094+0.9752187800328208j),(-0.02500906340004042-0.00997293077884543j)
4.287,(-0.16682010306139+0.0139540438251267j),(-0.140567444364283+0.97453118805644j),(-0.0470738841604681-0.0170336254437305j)
4.288,(-0.274573691622324+0.217852627528214j),(0.0523635202938501+0.877057369651322j),(-0.323935019664149+0.0156222810709773j)
4.289,(-0.08187959157059677-0.03523510291871831j),(-0.23156396408468+0.9662538754224168j),(0.06029434987252226+0.03384118222898394j)
4.29,(-0.1103148896950605-0.02273628080807892j),(-0.2027859470439285+0.9722071071637627j),(0.02839771063433488+0.01404600155542618j)
4.291,(-0.1184963008569355-0.01843603514663835j),(-0.1939245230346278+0.9734420778476421j),(0.01855582647570072+0.008819312867457456j)
4.292,(-0.1223767922387017-0.01626183605687314j),(-0.1895013479664082+0.9739699002683522j),(0.01378152270106399+0.006421532748858227j)
4.293,(-0.1246436862806131-0.01494030168724406j),(-0.1867731179997781+0.9742745055747154j),(0.01096333122368257+0.005047235825358461j)
4.294,(-0.126131827193568-0.0140448487014833j),(-0.184870783975843+0.97448249877597j),(0.00910372141558498+0.00415685718404702j)
4.295,(-0.1271849390222467-0.01339261440605968j),(-0.1834326182419465+0.9746404705171094j),(0.007784776415460192+0.003533216058448695j)
4.296,(-0.1279704248412283-0.01289223478833786j),(-0.1822811995443706+0.9747693467487896j),(0.006800659925901594+0.003072124008248916j)
4.297,(-0.1285795649361468-0.01249299843470478j),(-0.1813193006507346+0.974879853872014j),(0.006038244047139782+0.002717383754202704j)
4.298,(-0.1290663656046261-0.01216450545395322j),(-0.1804891818451971+0.9749780347100283j),(0.005430200900584574+0.002436018122913717j)
4.299,(-0.1294648214329516-0.01188742603361701j),(-0.1797543931073124+0.9750675440656692j),(0.004933956679722468+0.002207402761867473j)
4.3,(-0.1297973979632308-0.01164888286114132j),(-0.1790907903200759+0.9751507182960695j),(0.004521273551092769+0.002017978508894398j)
4.301,(-0.1300795369596772-0.01143996652215079j),(-0.178481746421179+0.9752291187677254j),(0.004172684378663066+0.001858465199316775j)
4.302,(-0.1303222022502202-0.01125431671789787j),(-0.1779154372996145+0.9753038276341205j),(0.003874333115563573+0.001722297432515959j)
4.303,(-0.130533393133704-0.01108727155194415j),(-0.1773832244047252+0.9753756180739356j),(0.003616089215627099+0.001604699721783644j)
4.304,(-0.1307190828846793-0.01093533615495231j),(-0.1768786496844116+0.975445056931391j),(0.003390374481248343+0.001502115590151907j)
4.305,(-0.1308838219661216-0.01079583904375417j),(-0.1763967884518919+0.9755125690744512j),(0.003191406911339521+0.001411842056582j)
4.306,(-0.1310311378445053-0.01066670314323927j),(-0.175933819803832+0.9755784791257104j),(0.003014698302521227+0.00133178817836902j)
4.307,(-0.1311638071623935-0.01054628918958392j),(-0.1754867337933209+0.9756430393185658j),(0.00285671152522848+0.001260311155681593j)
4.308,(-0.1312840454077753-0.01043328615894081j),(-0.1750531271266087+0.9757064485697812j),(0.002714621254607714+0.00119610240842628j)
4.309,(-0.1313936418536832-0.01032663303263305j),(-0.1746310576600645+0.9757688658336757j),(0.002586143473767954+0.001138106711077119j)
4.31,(-0.1314940573468725-0.01022546191944551j),(-0.1742189388575985+0.9758304196402181j),(0.002469411744509918+0.001085463713656345j)
4.311,(-0.1315864963547689-0.01012905602942972j),(-0.1738154619654012+0.9758912150297588j),(0.002362885935530454+0.001037464940109565j)
4.312,(-0.1316719608438865-0.01003681816384934j),(-0.1734195377679795+0.9759513386762986j),(0.002265283890727615+0.0009935216891616208j)
4.313,(-0.1317512911193303-0.009948246774291295j),(-0.1730302524089923+0.9760108627276427j),(0.002175529580936833+0.000953140745093595j)
4.314,(-0.1318251971640219-0.009862917551419515j),(-0.1726468334677726+0.9760698477219297j),(0.002092713279300286+0.0009159057686281187j)
4.315,(-0.1318942829597194-0.00978046910860297j),(-0.1722686236175025+0.9761283448294178j),(0.00201606062735487+0.0008814628769905675j)
4.316,(-0.1319590655574611-0.009700591735896045j),(-0.171895059959185+0.9761863975947155j),(0.001944908359618292+0.0008495093526435783j)
4.317,(-0.1320199901739388-0.009623018482673457j),(-0.1715256576541216+0.976244043304549j),(0.001878685071272061+0.0008197847168382777j)
4.318,(-0.1320774422475379-0.009547518025158882j),(-0.1711599968467474+0.9763013140716237j),(0.001816895847910265+0.0007920636092632826j)
4.319,(-0.1321317571452001-0.009473888915504138j),(-0.1707977121311469+0.976358237700983j),(0.001759109881855146+0.000766150061430252j)
4.32,(-0.1321832280373432-0.009401954909986524j),(-0.1704384840021392+0.9764148383880814j),(0.00170495041849242+0.0007418728556242362j)
4.321,(-0.1322321123318963-0.00933156114725557j),(-0.1700820318679905+0.9764711372854951j),(0.001654086537352363+0.0007190817364246411j)
4.322,(-0.1322786369659242-0.009262571001498417j),(-0.169728108301784+0.9765271529661964j),(0.001606226388448974+0.0006976442976867218j)
4.323,(-0.1323230027846904-0.009194863475444875j),(-0.1693764942826266+0.9765829018047651j),(0.001561111591951539+0.0006774434082782202j)
4.324,(-0.1323653881866299-0.009128331028175646j),(-0.169026995233392+0.976638398292984j),(0.001518512574209116+0.000658375070987209j)
4.325,(-0.1324059521738996-0.009062877755417502j),(-0.1686794377036781+0.9766936553026315j),(0.001478224662569747+0.0006403466318095311j)
4.326,(-0.1324448369186088-0.008998417857351657j),(-0.1683336665786458+0.9767486843054762j),(0.001440064798508841+0.0006232752744280794j)
